regional,sigla_estados_regional,provincia_eclesiastica,papel_na_provincia,tipo_circunscricao,circunscricao,ano_criacao,url_cnbb_regional,fonte_wikipedia,estado,municipio_sede,regiao,bairro,endereco,nome_da_igreja_paroquia,cnpj,canal_de_doacoes,contato,nome_do_paroco
Regional Sul 1,SP,Província Eclesiástica de Sorocaba,sede metropolitana,Arquidiocese,Arquidiocese de Sorocaba,1992,https://www.cnbb.org.br/sul-1/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Sul 1,SP,Província Eclesiástica de Sorocaba,sufragânea,Diocese,Diocese de Jundiaí,1966,https://www.cnbb.org.br/sul-1/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Sul 1,SP,Província Eclesiástica de Sorocaba,sufragânea,Diocese,Diocese de Itapeva,1968,https://www.cnbb.org.br/sul-1/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Sul 1,SP,Província Eclesiástica de Sorocaba,sufragânea,Diocese,Diocese de Registro,1974,https://www.cnbb.org.br/sul-1/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Sul 1,SP,Província Eclesiástica de Sorocaba,sufragânea,Diocese,Diocese de Itapetininga,1998,https://www.cnbb.org.br/sul-1/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Sul 1,SP,Província Eclesiástica de São José do Rio Preto,sede metropolitana,Arquidiocese,Arquidiocese de São José do Rio Preto,2025,https://www.cnbb.org.br/sul-1/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Sul 1,SP,Província Eclesiástica de São José do Rio Preto,sufragânea,Diocese,Diocese de Barretos,1973,https://www.cnbb.org.br/sul-1/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Sul 1,SP,Província Eclesiástica de São José do Rio Preto,sufragânea,Diocese,Diocese de Catanduva,2000,https://www.cnbb.org.br/sul-1/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Sul 1,SP,Província Eclesiástica de São José do Rio Preto,sufragânea,Diocese,Diocese de Jales,1959,https://www.cnbb.org.br/sul-1/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Sul 1,SP,Província Eclesiástica de São José do Rio Preto,sufragânea,Diocese,Diocese de Votuporanga,2016,https://www.cnbb.org.br/sul-1/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Sul 2,PR,Província Eclesiástica de Curitiba,sede metropolitana,Arquidiocese,Arquidiocese de Curitiba,1926,https://www.cnbb.org.br/sul2/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Sul 2,PR,Província Eclesiástica de Curitiba,sufragânea,Diocese,Diocese de Ponta Grossa,1926,https://www.cnbb.org.br/sul2/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Sul 2,PR,Província Eclesiástica de Curitiba,sufragânea,Diocese,Diocese de Paranaguá,1962,https://www.cnbb.org.br/sul2/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Sul 2,PR,Província Eclesiástica de Curitiba,sufragânea,Diocese,Diocese de Guarapuava,1965,https://www.cnbb.org.br/sul2/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Sul 2,PR,Província Eclesiástica de Curitiba,sufragânea,Diocese,Diocese de União da Vitória,1976,https://www.cnbb.org.br/sul2/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Sul 2,PR,Província Eclesiástica de Curitiba,sufragânea,Diocese,Diocese de São José dos Pinhais,2006,https://www.cnbb.org.br/sul2/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Sul 2,PR,Província Eclesiástica de Londrina,sede metropolitana,Arquidiocese,Arquidiocese de Londrina,1970,https://www.cnbb.org.br/sul2/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Sul 2,PR,Província Eclesiástica de Londrina,sufragânea,Diocese,Diocese de Jacarezinho,1926,https://www.cnbb.org.br/sul2/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Sul 2,PR,Província Eclesiástica de Londrina,sufragânea,Diocese,Diocese de Apucarana,1962,https://www.cnbb.org.br/sul2/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Sul 2,PR,Província Eclesiástica de Londrina,sufragânea,Diocese,Diocese de Cornélio Procópio,1965,https://www.cnbb.org.br/sul2/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Sul 2,PR,Província Eclesiástica de Maringá,sede metropolitana,Arquidiocese,Arquidiocese de Maringá,1979,https://www.cnbb.org.br/sul2/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Sul 2,PR,Província Eclesiástica de Maringá,sufragânea,Diocese,Diocese de Campo Mourão,1926,https://www.cnbb.org.br/sul2/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Sul 2,PR,Província Eclesiástica de Maringá,sufragânea,Diocese,Diocese de Paranavaí,1962,https://www.cnbb.org.br/sul2/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Sul 2,PR,Província Eclesiástica de Maringá,sufragânea,Diocese,Diocese de Umuarama,1965,https://www.cnbb.org.br/sul2/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Sul 2,PR,Província Eclesiástica de Cascavel,sede metropolitana,Arquidiocese,Arquidiocese de Cascavel,1979,https://www.cnbb.org.br/sul2/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Sul 2,PR,Província Eclesiástica de Cascavel,sufragânea,Diocese,Diocese de Palmas e Francisco Beltrão,1958,https://www.cnbb.org.br/sul2/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Sul 2,PR,Província Eclesiástica de Cascavel,sufragânea,Diocese,Diocese de Toledo,1959,https://www.cnbb.org.br/sul2/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Sul 2,PR,Província Eclesiástica de Cascavel,sufragânea,Diocese,Diocese de Foz do Iguaçu,1978,https://www.cnbb.org.br/sul2/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Sul 3,RS,Província Eclesiástica de Porto Alegre,sede metropolitana,Arquidiocese,Arquidiocese de Porto Alegre,1910,https://www.cnbb.org.br/sul-3/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Sul 3,RS,Província Eclesiástica de Porto Alegre,sufragânea,Diocese,Diocese de Caxias do Sul,1934,https://www.cnbb.org.br/sul-3/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Sul 3,RS,Província Eclesiástica de Porto Alegre,sufragânea,Diocese,Diocese de Novo Hamburgo,1980,https://www.cnbb.org.br/sul-3/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Sul 3,RS,Província Eclesiástica de Porto Alegre,sufragânea,Diocese,Diocese de Osório,1999,https://www.cnbb.org.br/sul-3/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Sul 3,RS,Província Eclesiástica de Porto Alegre,sufragânea,Diocese,Diocese de Montenegro,2008,https://www.cnbb.org.br/sul-3/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Sul 3,RS,Província Eclesiástica de Passo Fundo,sede metropolitana,Arquidiocese,Arquidiocese de Passo Fundo,2011,https://www.cnbb.org.br/sul-3/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Sul 3,RS,Província Eclesiástica de Passo Fundo,sufragânea,Diocese,Diocese de Vacaria,1957,https://www.cnbb.org.br/sul-3/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Sul 3,RS,Província Eclesiástica de Passo Fundo,sufragânea,Diocese,Diocese de Frederico Westphalen,1961,https://www.cnbb.org.br/sul-3/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Sul 3,RS,Província Eclesiástica de Passo Fundo,sufragânea,Diocese,Diocese de Erechim,1971,https://www.cnbb.org.br/sul-3/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Sul 3,RS,Província Eclesiástica de Pelotas,sede metropolitana,Arquidiocese,Arquidiocese de Pelotas,2011,https://www.cnbb.org.br/sul-3/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Sul 3,RS,Província Eclesiástica de Pelotas,sufragânea,Diocese,Diocese de Bagé,1960,https://www.cnbb.org.br/sul-3/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Sul 3,RS,Província Eclesiástica de Pelotas,sufragânea,Diocese,Diocese de Rio Grande,1971,https://www.cnbb.org.br/sul-3/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Sul 3,RS,Província Eclesiástica de Santa Maria,sede metropolitana,Arquidiocese,Arquidiocese de Santa Maria,2011,https://www.cnbb.org.br/sul-3/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Sul 3,RS,Província Eclesiástica de Santa Maria,sufragânea,Diocese,Diocese de Uruguaiana,1910,https://www.cnbb.org.br/sul-3/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Sul 3,RS,Província Eclesiástica de Santa Maria,sufragânea,Diocese,Diocese de Santa Cruz do Sul,1959,https://www.cnbb.org.br/sul-3/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Sul 3,RS,Província Eclesiástica de Santa Maria,sufragânea,Diocese,Diocese de Santo Ângelo,1961,https://www.cnbb.org.br/sul-3/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Sul 3,RS,Província Eclesiástica de Santa Maria,sufragânea,Diocese,Diocese de Cruz Alta,1973,https://www.cnbb.org.br/sul-3/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Sul 3,RS,Província Eclesiástica de Santa Maria,sufragânea,Diocese,Diocese de Cachoeira do Sul,1991,https://www.cnbb.org.br/sul-3/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Sul 4,SC,Província Eclesiástica de Florianópolis,sede metropolitana,Arquidiocese,Arquidiocese de Florianópolis,1927,https://www.cnbb.org.br/sul-4/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Sul 4,SC,Província Eclesiástica de Florianópolis,sufragânea,Diocese,Diocese de Tubarão,1954,https://www.cnbb.org.br/sul-4/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Sul 4,SC,Província Eclesiástica de Florianópolis,sufragânea,Diocese,Diocese de Criciúma,1998,https://www.cnbb.org.br/sul-4/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Sul 4,SC,Província Eclesiástica de Chapecó,sede metropolitana,Arquidiocese,Arquidiocese de Chapecó,2024,https://www.cnbb.org.br/sul-4/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Sul 4,SC,Província Eclesiástica de Chapecó,sufragânea,Diocese,Diocese de Lages,1927,https://www.cnbb.org.br/sul-4/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Sul 4,SC,Província Eclesiástica de Chapecó,sufragânea,Diocese,Diocese de Caçador,1968,https://www.cnbb.org.br/sul-4/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Sul 4,SC,Província Eclesiástica de Chapecó,sufragânea,Diocese,Diocese de Joaçaba,1975,https://www.cnbb.org.br/sul-4/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Sul 4,SC,Província Eclesiástica de Joinville,sede metropolitana,Arquidiocese,Arquidiocese de Joinville,2024,https://www.cnbb.org.br/sul-4/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Sul 4,SC,Província Eclesiástica de Joinville,sufragânea,Diocese,Diocese de Rio do Sul,1968,https://www.cnbb.org.br/sul-4/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Sul 4,SC,Província Eclesiástica de Joinville,sufragânea,Diocese,Diocese de Blumenau,2000,https://www.cnbb.org.br/sul-4/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
